trafo_id,ŞEBEKE_UNSURU_KODU
292,KEMALPAŞA TM 35-27-A00002_IŞIKLAR-1 M03_2048969
293,BADEMLİ KARAHAYIT MEV. TR-27 35-15-L01024_DIREK TIPI TRAFO HUCRESI H01_2049025
294,ŞİRZAT DOĞRU ÖZEL TR 35-27-L00075Ö_DIREK TIPI TRAFO HUCRESI H01_2049109
295,M-1169 35-01-M01169_TRAFO M03_2049128
296,ANADOLU İM 35-02-A00001_LİSELER K32_2049174
297,ANADOLU İM 35-02-A00001_KARACAOĞLAN K33_2049176
298,GÜNLÜCE KÖYÜ TR-2 35-15-L00836_DIREK TIPI TRAFO HUCRESI H01_2049237
299,GÜNLÜCE KÖYÜ TR-1 35-15-L00837_DIREK TIPI TRAFO HUCRESI H01_2049238
300,SARNIÇ İM 35-08-A00005_SARNIÇ-12 K11_2049271
301,SARNIÇ İM 35-08-A00005_SARNIÇ-9 K09_2049275
302,K-3758 35-02-K03758_DIREK TIPI TRAFO HUCRESI H01_2049296
303,MEHMET DEMİRTAŞ SLM GRB TR 35-27-M00722_DIREK TIPI TRAFO HUCRESI H01_2049323
304,K-858 35-01-K00858_DIREK TIPI TRAFO HUCRESI H01_2049365
305,SARNIÇ İM 35-08-A00005_SARNIÇ-2 K02_2049419
306,KÜÇÜKPEHLİVAN TARIM ÖZEL TR 35-27-M00349Ö_ M01_2049432
307,URLA İM 35-19-A00001_ÇEŞMEALTI L08_2049488
308,KULA İM 45-77-A00001_TR-1 M04_2049493
309,KULA İM 45-77-A00001_DEMİRKÖPRÜ M03_2049496
310,KULA İM 45-77-A00001_DEMİRKÖPRÜ M03_2049497
311,KULA İM 45-77-A00001_KONURCA M01_2049499
312,CAVİT YALÇIN GRB 35-20-M00022_DIREK TIPI TRAFO HUCRESI H01_2049509
313,YILMAZ DİRİK GRB. 35-20-M00025_DIREK TIPI TRAFO HUCRESI H01_2049512
314,VEHBİ ÖZACAR GRB 35-20-M00029_DIREK TIPI TRAFO HUCRESI H01_2049515
315,ARIKBAŞI TR-1 35-20-L00218_DIREK TIPI TRAFO HUCRESI H01_2049523
316,İZSU ARIKBAŞI İÇME SUYU 35-20-L00222Ö_DIREK TIPI TRAFO HUCRESI H01_2049527
317,GERELİ KÖYÜ EKREM DİNÇER SULAMA GRB TR-10 35-15-M00321_DIREK TIPI TRAFO HUCRESI H01_2049545
318,ŞEMSİLER KEMER TR-4 35-31-L00101_DIREK TIPI TRAFO HUCRESI H01_2049558
319,GÜVERCİNLİK TR-1 45-77-L00334_DIREK TIPI TRAFO HUCRESI H01_2049615
320,K-2807 35-01-K02807_DIREK TIPI TRAFO HUCRESI H01_2049646
321,KARAKOVA TR-3 35-15-L00450_DIREK TIPI TRAFO HUCRESI H01_2049696
322,KARADOĞAN TR-6 35-15-L00465_DIREK TIPI TRAFO HUCRESI H01_2049705
323,GÖLCÜK TR-1 (ZEYTİNLİK) 35-15-L00749_DIREK TIPI TRAFO HUCRESI H01_2049710
324,HALITLI TR-1 45-71-M01503_DIREK TIPI TRAFO HUCRESI H01_2049732
325,ARMUTLU TOPRAK SLM TR 35-27-M00561_DIREK TIPI TRAFO HUCRESI H01_2049802
326,BAĞYURDU SLM GRB TR-9 35-27-M00730_DIREK TIPI TRAFO HUCRESI H01_2049822
327,ANADOLU İM 35-02-A00001_IŞIKKENT K15_2049866
328,TR-38 35-15-M00038_DIREK TIPI TRAFO HUCRESI H01_2049943
329,BEYDAĞ İM 35-32-A00001_MUTAFLAR L14_2049959
330,BEYDAĞ İM 35-32-A00001_YEŞİLKÖY L13_2049961
331,BEYDAĞ İM 35-32-A00001_YEŞİLKÖY L13_2049962
332,BEYDAĞ İM 35-32-A00001_HALIKÖY L12_2049963
333,BEYDAĞ İM 35-32-A00001_BEYDAĞ KÖK (BEYKÖY) L05_2049975
334,BEYDAĞ İM 35-32-A00001_TOSUNLAR L04_2049977
335,BEYDAĞ İM 35-32-A00001_BAKIR L03_2049979
336,BEYDAĞ İM 35-32-A00001_BAKIR L03_2049980
337,BEYDAĞ İM 35-32-A00001_BEYDAĞ L02_2049981
338,BEYDAĞ İM 35-32-A00001_KAPASİTÖR L01_2049983
339,BEYDAĞ İM 35-32-A00001_BARAJ M09_2049987
340,KULA İM 45-77-A00001_KONURCA M01_2049991
341,KULA İM 45-77-A00001_BAŞI BÜYÜK L14_2049995
342,KULA İM 45-77-A00001_TR-1 L13_2049997
343,KULA İM 45-77-A00001_TR-1 L13_2049998
344,L-121 35-18-L00121_DIREK TIPI TRAFO HUCRESI H01_2050027
345,ÖREN TR-2 35-31-L00315_DIREK TIPI TRAFO HUCRESI H01_2050061
346,DOĞANCI AYVAZLAR TR-5 35-31-L00327_DIREK TIPI TRAFO HUCRESI H01_2050072
347,YENİŞEHİR TR-3 35-31-L00113_DIREK TIPI TRAFO HUCRESI H01_2050074
348,GEDİK KATRANDERE TR-2 35-31-L00133_DIREK TIPI TRAFO HUCRESI H01_2050103
349,GEDİK TR-1 35-31-L00135_DIREK TIPI TRAFO HUCRESI H01_2050105
350,UZUNKÖY TR-3 35-31-L00145_DIREK TIPI TRAFO HUCRESI H01_2050115
351,DM-1 45-71-M00001_NARLIBAHÇE M04_2050187
352,KARAVELİLER TR-1 KÖK 35-20-L00137_KIZILCAOVA L03_2050223
353,AYRANCILAR İZSU  ÖZEL TR 35-26-M00816Ö_DIREK TIPI TRAFO HUCRESI H01_2050232
354,K-4259 35-01-K04259_DIREK TIPI TRAFO HUCRESI H01_2050251
355,ESKİ FOÇA İM 35-23-A00001_FOTAŞ-2 M02_2050293
356,ESKİ FOÇA İM 35-23-A00001_FOTAŞ-1 M07_2050303
357,ESKİ FOÇA İM 35-23-A00001_ALÇUK-1 (ESKİ FOÇA-1) M08_2050304
358,ESKİ FOÇA İM 35-23-A00001_TR-2 GİRİŞ-ÖLÇÜ L08_2050309
359,ESKİ FOÇA İM 35-23-A00001_TR-65 L03_2050319
360,K-4019 35-02-K04019_DIREK TIPI TRAFO HUCRESI H01_2050329
361,VEZİRKÖPRÜ İM 35-03-A00002_TR-2 34.5 M05_2050511
362,VEZİRKÖPRÜ İM 35-03-A00002_YEŞİLBAĞLAR K18_2050515
363,VEZİRKÖPRÜ İM 35-03-A00002_FİDANLIK K17_2050518
364,VEZİRKÖPRÜ İM 35-03-A00002_TR-2 10.5 K13_2050527
365,KAYAKÖY İMAMOĞLU TR-13 35-15-L00515_DIREK TIPI TRAFO HUCRESI H01_2050564
366,ALİ ÇENE ÖZEL TR 35-20-L00174Ö_DIREK TIPI TRAFO HUCRESI H01_2050579
367,MUSTAFA NEMLİ ÖZEL TR 35-20-L00177Ö_DIREK TIPI TRAFO HUCRESI H01_2050582
368,KARABURÇ HACILAR TR-7 35-31-L00263_DIREK TIPI TRAFO HUCRESI H01_2050601
369,KARABURÇ HAL YANI TR-4 35-31-L00266_DIREK TIPI TRAFO HUCRESI H01_2050604
370,KARABURÇ ÇAMGEÇİDİ TR-14 35-31-L00272_DIREK TIPI TRAFO HUCRESI H01_2050610
371,ÇAYAĞZI TR-11 35-31-L00275_DIREK TIPI TRAFO HUCRESI H01_2050613
372,KARABURÇ AKÇAPINAR TR-15 35-31-L00278_DIREK TIPI TRAFO HUCRESI H01_2050616
373,TR-11 ( RAMAZAN IŞIK SULAMA GRUBU ) 35-27-M00011_DIREK TIPI TRAFO HUCRESI H01_2050637
374,ESBAŞ İM 35-08-A00001_ESBAŞ-12 K04_2050759
375,SEYDİKÖY İM 35-08-A00002_MEDYA M21_2050822
376,ARMUTLU İM 35-27-A00001_KIZILCA TOPRAKSU L01_2050857
377,ARMUTLU İM 35-27-A00001_KIZILCA L05_2050859
378,ARMUTLU İM 35-27-A00001_TR-1 15.8 L13_2050868
379,BAĞYURDU SLM GRB TR-3 35-27-M00752_DIREK TIPI TRAFO HUCRESI H01_2050906
380,KIZILÜZÜM TR-1 35-27-M00080_DIREK TIPI TRAFO HUCRESI H01_2050920
381,ESBAŞ İM 35-08-A00001_GAZİEMİR GİS-2 M13_2050939
382,ESBAŞ İM 35-08-A00001_OPTİMUM-1 M17_2050946
383,ÖREN TOPRAK SULAMA TR-4 35-27-M00785_DIREK TIPI TRAFO HUCRESI H01_2051028
384,MUSTAFA TAŞKIN SULAMA GRUBU TR 35-27-L00155_DIREK TIPI TRAFO HUCRESI H01_2051073
385,GÜRÇEŞME İM 35-03-A00001_LALELİ M03_2051098
386,AKALAN TR-1 35-27-M00433_DIREK TIPI TRAFO HUCRESI H01_2051132
387,MEHMET TÜRK TR 35-27-M00510_DIREK TIPI TRAFO HUCRESI H01_2051173
388,VELİ KOYUNCU SULAMA GRUBU TR 35-27-M00514_DIREK TIPI TRAFO HUCRESI H01_2051177
389,ZEYTİNALAN İM 35-19-A00002_TR-98 L14_2051187
390,K-4028 35-01-K04028_DIREK TIPI TRAFO HUCRESI H01_2051259
391,ILIPINAR TR-1 35-23-M00081_DIREK TIPI TRAFO HUCRESI H01_2051290
392,EMİRALEM TR-20 35-28-M00224_DIREK TIPI TRAFO HUCRESI H01_2051292
393,M-1912 35-02-M01912_M-1499 M01_2051371
394,TR-15 45-77-L00015_DIREK TIPI TRAFO HUCRESI H01_2051389
395,HÜSEYİN UYAR ÖZEL TR 35-27-L00162Ö_DIREK TIPI TRAFO HUCRESI H01_2051558
396,İSMET ÇAMLIOĞLU GRUP SULAMA 35-29-L00100_DIREK TIPI TRAFO HUCRESI H01_2051597
397,MEHMET İNCE SULAMA GRUBU 35-27-M00174_DIREK TIPI TRAFO HUCRESI H01_2051630
398,ZEYTİNALAN İM 35-19-A00002_ZEYTİNALAN TR-101 L10_2051677
399,ZEYTİNALAN İM 35-19-A00002_ZEYTİNALAN TR-101 L10_2051678
400,OTOKENT İM 35-08-A00004_MEDİKAL M04_2051743
401,DM-03/01 45-71-M00003_TR-3/8 M05_2051770
402,ÇAMBEL KÖYÜ İÇME SUYU ÖZEL TR 35-27-M00462Ö_DIREK TIPI TRAFO HUCRESI H01_2051791
403,AHMET DİRİK SULAMA GRUBU TR 35-27-M00266_DIREK TIPI TRAFO HUCRESI H01_2051810
404,KEMAL IŞIK SULAMA GRUBU TR 35-27-M00267_DIREK TIPI TRAFO HUCRESI H01_2051811
405,İSMET YORGANCILAR TR 35-27-M00268_DIREK TIPI TRAFO HUCRESI H01_2051812
406,M-1635 GEÇİT 35-02-M01635_M-660 M04_2051879
407,İZSU ÖZEL TR 35-27-M00300Ö_DIREK TIPI TRAFO HUCRESI H01_2051982
408,M-1635 GEÇİT 35-02-M01635_M-650 M03_2052010
409,YUKARI KIZILCA TR-3 35-27-L00053_DIREK TIPI TRAFO HUCRESI H01_2052050
410,Y. YAZAR SULAMA GRUBU TR 35-27-M00528_DIREK TIPI TRAFO HUCRESI H01_2052056
411,CABBAR KAMARA TR-1 45-73-M00857_DIREK TIPI TRAFO HUCRESI H01_2052079
412,SERVET YAŞAR ÖZEL TR 35-27-M00187Ö_DIREK TIPI TRAFO HUCRESI H01_2052125
413,ZEYTİNALAN İM 35-19-A00002_KEKLİKTEPE M10_2052153
414,OSMANGAZİ İM 35-02-A00004_FATİH K20_2052159
415,TR-9 35-13-L00009_DIREK TIPI TRAFO HUCRESI H01_2052189
416,TR-13 35-13-L00013_DIREK TIPI TRAFO HUCRESI H01_2052196
417,KULA İM 45-77-A00001_TR-2 L06_2052206
418,KULA İM 45-77-A00001_KULA-3(ŞEHİR-3) L04_2052209
419,KULA İM 45-77-A00001_KULA-2(ŞEHİR-2) L03_2052211
420,OTOKENT İM 35-08-A00004_SÜMER K08_2052220
421,OTOKENT İM 35-08-A00004_TR-1 K07_2052223
422,DEREKÖY TR-1 35-27-M00966_DIREK TIPI TRAFO HUCRESI H01_2052272
423,ALAÇATI İM 35-18-A00002_L-427 L05_2052309
424,TR-2 35-27-M00002_DIREK TIPI TRAFO HUCRESI H01_2052349
425,DM-4 45-71-M00004_TR-4\13 M13_2052393
426,ÇAMBEL TURKCELL TR-2 ÖZEL 35-27-M00478Ö_DIREK TIPI TRAFO HUCRESI H01_2052408
427,ALAÇATI İM 35-18-A00002_L-300 L17_2052434
428,ALAÇATI İM 35-18-A00002_L-424 L18_2052436
429,ALAÇATI İM 35-18-A00002_ILICA-1 L07_2052452
430,ALAÇATI İM 35-18-A00002_TR-2 15800 GİRİŞ L08_2052453
431,ALAÇATI İM 35-18-A00002_L-299 ARITMA L13_2052461
432,DM-20/13 (ÇAPRA KABİN) 45-71-M00272_TR-90-91-92-93 M02_2052532
433,KESİKKÖY DM 35-28-M00309_ M09_2052537
434,ULUCAK DM 35-27-M00792_EĞRİDERE-2 M18_2052607
435,İSMET DAĞLI SULAMA GRUBU TR 35-27-M00259_DIREK TIPI TRAFO HUCRESI H01_2052644
436,YURDAKUL ALKAN SULAMA GRUBU TR 35-27-M00260_DIREK TIPI TRAFO HUCRESI H01_2052645
437,RIDVAN BAŞARGEL SULAMA GRUBU TR 35-27-M00265_DIREK TIPI TRAFO HUCRESI H01_2052650
438,SEYDİKÖY İM 35-08-A00002_UZUNDERE TM SEYDİKÖY GİRİŞ M14_2052668
439,DUMANLAR TR-1 45-81-M00081_DIREK TIPI TRAFO HUCRESI H01_2052788
440,GÖLBAŞI TR-1 45-81-M00097_DIREK TIPI TRAFO HUCRESI H01_2052790
441,İSMET ORAY SULAMA GRUBU TR 35-27-M00242_DIREK TIPI TRAFO HUCRESI H01_2052873
442,SAMİ ERDOĞAN SULAMA GRUBU TR 35-27-M00250_DIREK TIPI TRAFO HUCRESI H01_2053014
443,ÖREN TOPRAK SLM-6 TR 35-27-M00784_DIREK TIPI TRAFO HUCRESI H01_2053031
444,ÇEŞME İM 35-18-A00001_ALAÇATI-1 M04_2053064
445,ÇEŞME İM 35-18-A00001_ALTINYUNUS L10_2053074
446,ÇEŞME İM 35-18-A00001_OVACIK L08_2053078
447,ÇEŞME İM 35-18-A00001_VAKIFLAR L06_2053080
448,ÇEŞME İM 35-18-A00001_VAKIFLAR L06_2053081
449,M-1335 KAYADİBİ KÖK 35-02-M01335_M-1157 KARAÇAM M05_2053136
450,K-364 35-04-K00364_K-522 K01_2053183
451,K-3888 35-02-K03888_K-3182 K01_2053188
452,OSMANGAZİ İM 35-02-A00004_TR-1 34.5 M05_2053238
453,OSMANGAZİ İM 35-02-A00004_WESTPARK M03_2053243
454,DM-2 45-71-M00002_TR-2/5 M13_2053258
455,DM-03/01 45-71-M00003_KARAKÖY M08_2053281
456,SEYDİKÖY İM 35-08-A00002_ARİFAĞA K12_2053308
457,SEYDİKÖY İM 35-08-A00002_TR-1 10.5 K08_2053311
458,ESBAŞ İM 35-08-A00001_ESBAŞ-10 K05_2053330
459,EGE İM 35-02-A00003_ÜNİVERSİTE M03_2053336
460,EGE İM 35-02-A00003_VETERİNERLİK K16_2053340
461,TR-68 ÇAYIRÇEŞME 35-19-L00068_DIREK TIPI TRAFO HUCRESI H01_2053471
462,TR-75 35-19-L00075_DIREK TIPI TRAFO HUCRESI H01_2053473
463,BULGURCA TR-2 35-22-M00251_DIREK TIPI TRAFO HUCRESI H01_2053478
464,İNCİ LOJİSTİK ÖZEL TR 35-27-M00116Ö_ M03_2053484
465,MENEMEN İM 35-28-A00001_HIDIR TEPE L15_2053539
466,KARŞIYAKA GIS TM 35-04-A00002_Karşıyaka-18 K32_2053603
467,MENEMEN İM 35-28-A00001_KESİKKÖY-1 M17_2053664
468,MENEMEN İM 35-28-A00001_ULUCAK-2 M14_2053669
469,MENEMEN İM 35-28-A00001_ULUCAK-2 M14_2053670
470,HALİLBEYLİ GRUP SULAMA TR 35-27-M00654_DIREK TIPI TRAFO HUCRESI H01_2053692
471,ALAAĞAÇ TR-1 45-74-M00277_DIREK TIPI TRAFO HUCRESI H01_2053704
472,HİLAL KLASİK TM 35-01-A00011_MÜRSELPAŞA M11_2053725
473,KARŞIYAKA GIS TM 35-04-A00002_Karşıyaka-6 K13_2053755
474,TATAR DM 35-19-M00256_ALAÇATI-1 ÇIKIŞ M12_2053774
475,TATAR DM 35-19-M00256_MORDOĞAN-1 ÇIKIŞ M13_2053776
476,K-1655 35-02-K01655_K-3577 K01_2053821
477,YENİFOÇA TR-11 35-23-M00011_DIREK TIPI TRAFO HUCRESI H01_2053975
478,MASKİ İNCESU İÇME SUYU ÖZEL TR 45-77-M00051Ö_DIREK TIPI TRAFO HUCRESI H01_2054097
479,SÜTÇÜLER TR-2 35-27-M00406_DIREK TIPI TRAFO HUCRESI H01_2054151
480,ÇAVULLAR KÖYÜ TR-1 45-86-M00239_DIREK TIPI TRAFO HUCRESI H01_2054214
481,DİKİLİTAŞ ORTACA MAH. TR-1 45-75-M00315_DIREK TIPI TRAFO HUCRESI H01_2054215
482,YENİCE HARAPLAR TR-3 45-86-M00218_DIREK TIPI TRAFO HUCRESI H01_2054217
483,SARAYCIK ARSAALANI TR-3 45-86-M00221_DIREK TIPI TRAFO HUCRESI H01_2054222
484,AKHİSAR TM 45-72-A00006_AKHİSAR ŞEHİR-3 M22_2054230
485,SALİHLİ TM 45-78-A00004_SERVİS TRF M01_2054254
486,SALİHLİ TM 45-78-A00004_SALİHLİ-1 M05_2054266
487,ÖREN TR-5 35-27-L00221_DIREK TIPI TRAFO HUCRESI H01_2054285
488,YİĞİTLER TR-1 35-27-L00225_DIREK TIPI TRAFO HUCRESI H01_2054288
489,MENEMEN İM 35-28-A00001_KESİKKÖY-2 M02_2054311
490,İSMAİL AKSOY SLM GRB TR 35-27-M00703_DIREK TIPI TRAFO HUCRESI H01_2054345
491,ÖREN TOPRAK SULAMA TR-2 35-27-M00761_DIREK TIPI TRAFO HUCRESI H01_2054349
492,GÜMÜLDÜR DM 35-25-M00100_DM-6/1 M15_2054398
493,GÜMÜLDÜR DM 35-25-M00100_BARAJ M01_2054403
494,GÜMÜLDÜR DM 35-25-M00100_BARAJ M01_2054404
495,GÜMÜLDÜR DM 35-25-M00100_SULTAN M04_2054409
496,GÜMÜLDÜR DM 35-25-M00100_TAHTALI-3 M06_2054412
497,GÜMÜLDÜR DM 35-25-M00100_DM-4/1 M09_2054418
498,SALİHLİ TM 45-78-A00004_DEMİRKÖPRÜ-1 M07_2054423
499,SALİHLİ TM 45-78-A00004_DEMİRKÖPRÜ-1 M07_2054424
500,BÖRTLÜCE TR-1 45-77-M00115_DIREK TIPI TRAFO HUCRESI H01_2054574
501,ÇİFTLİK İM 35-18-A00003_PIRLANTA L03_2054610
502,ÇİFTLİK İM 35-18-A00003_PIRLANTA L03_2054611
503,ÇİFTLİK İM 35-18-A00003_SAĞLIKÇILAR L06_2054614
504,ÇİFTLİK İM 35-18-A00003_SAĞLIKÇILAR L06_2054615
505,ÇİFTLİK İM 35-18-A00003_GOLF-1 L12_2054622
506,ÇİFTLİK İM 35-18-A00003_TURSİTE L14_2054626
507,ÇİFTLİK İM 35-18-A00003_TURSİTE L14_2054627
508,ALOSBİ TM 35-17-A00006_ŞAKRAN M05_2054685
509,MEYDANCIK MAH. TR-1 45-74-M00261_DIREK TIPI TRAFO HUCRESI H01_2054742
510,YAĞHANECİ PETROL ÖZEL TR 35-27-M00138Ö_DIREK TIPI TRAFO HUCRESI H01_2054783
511,TEOMAN AVCIOĞLU SLM GRB TR 35-27-M00549_DIREK TIPI TRAFO HUCRESI H01_2054791
512,MEHMET KARAMAN SULAMA GRUBU TR 35-27-M00191_DIREK TIPI TRAFO HUCRESI H01_2054792
513,İBRAHİM VİDİNLİ SULAMA GRUBU TR 35-27-M00218_DIREK TIPI TRAFO HUCRESI H01_2054800
514,ÇUKUROVA PETROL ÖZEL TR 35-27-M00221Ö_DIREK TIPI TRAFO HUCRESI H01_2054808
515,SARAYCIK KAPLICALARI TR-1 45-86-M00228_DIREK TIPI TRAFO HUCRESI H01_2054838
516,SALİHLİ TM 45-78-A00004_YILMAZ DM-1 M12_2054896
517,GÖKGEDİK TR-1 45-81-M00173_DIREK TIPI TRAFO HUCRESI H01_2054917
518,SARNIÇ TR-1 45-77-L00329_DIREK TIPI TRAFO HUCRESI H01_2054918
519,BAĞYURDU DM-2/12 35-27-L00247_DIREK TIPI TRAFO HUCRESI H01_2054935
520,ÇIRPI İM 35-20-A00002_ARIKBAŞI L12_2054987
521,ÇIRPI İM 35-20-A00002_ÇİFTÇİGEDİĞİ L09_2054992
522,ÇIRPI İM 35-20-A00002_YAKAPINAR KÖK L06_2054998
523,M-1873 35-04-M01873_ M01_2055073
524,ÇIRPI İM 35-20-A00002_TRAFO A L05_2055119
525,ÇIRPI İM 35-20-A00002_PAZARYERİ(ÇIRPI-2) M01_2055126
526,ÇIRPI İM 35-20-A00002_KANDAK(ÇIRPI-3) M02_2055128
527,ÇIRPI İM 35-20-A00002_TRAFO A M05_2055133
528,ÇIRPI İM 35-20-A00002_ASLANLAR GİRİŞ-1 M07_2055137
529,ALÇUK TM 35-17-A00001_FOÇA-2 M33_2055145
530,KARABAĞLAR TM 35-01-A00012_KARABAĞLAR-17 K42_2055183
531,BERGAMA İM-2 35-16-A00002_TR-107 M09_2055201
532,BERGAMA İM-2 35-16-A00002_KÖYLER(ÇAMKÖY) L12_2055212
533,BERGAMA İM-2 35-16-A00002_TR-128(TM-2/128) L11_2055214
534,BERGAMA İM-2 35-16-A00002_TR-A L09_2055218
535,GÜMÜLDÜR DM 35-25-M00100_ÖZDERE DM-1 M21_2055232
536,GÜMÜLDÜR DM 35-25-M00100_SEFERİHİSAR M20_2055235
537,TAHTALI TM 35-22-A00001_PANCAR-2 M21_2055298
538,ŞEMİKLER TM 35-04-A00003_DEMİRKÖPRÜ M16_2055339
539,EVRENLİ KÖK 45-73-M00139_EVRENLİ OSMANİYE KOZLUCA M06_2055361
540,CELENGÖZ MAH. TR 45-77-L00221_DIREK TIPI TRAFO HUCRESI H01_2055395
541,SANDAL TR-4 45-77-M00008_DIREK TIPI TRAFO HUCRESI H01_2055529
542,ÇARIKMAHMUTLU TR 45-77-L00172_DIREK TIPI TRAFO HUCRESI H01_2055554
543,K-1873 35-09-K01873_K-4122 K02_2055910
544,YASEMİN DM 35-19-M00002_URLA TM-1 M06_2055956
545,YASEMİN DM 35-19-M00002_ÖZBEK M03_2055959
546,PANAZTEPE DM 35-28-M00732_KESİKKÖY-2 GİRİŞ M02_2055979
547,PANAZTEPE DM 35-28-M00732_MALTEPE M03_2055980
548,PANAZTEPE DM 35-28-M00732_MALTEPE M03_2055987
549,SERİNYAYLA KERİMLİ MAH. TR-1 45-73-L00001_DIREK TIPI TRAFO HUCRESI H01_2056177
550,ILICA GIS TM 35-07-A00002_ILICA-1 K01_2056192
551,ÇIRPI İM 35-20-A00002_ÇIRPI SULAMA M09_2056271
552,ÇIRPI İM 35-20-A00002_ÇIPPI TİRE SULAMA M10_2056273
553,ÇIRPI İM 35-20-A00002_ÇIPPI TİRE SULAMA M10_2056274
554,ÇIRPI İM 35-20-A00002_ÇIRPI-1(CAMİİ MAH) M15_2056282
555,ÇIRPI İM 35-20-A00002_HASKÖY L13_2056287
556,HAMİDİYE PALANKAYA TR-1 45-77-L00113_DIREK TIPI TRAFO HUCRESI H01_2056357
557,ARSLANLAR TM 35-26-A00004_TAMSA M09_2056520
558,ILIPINAR TR-2 35-23-M00082_DIREK TIPI TRAFO HUCRESI H01_2056537
559,YENİKÖY TR-1 35-23-M00085_DIREK TIPI TRAFO HUCRESI H01_2056539
560,TR-71 ÖZYURT 35-19-L00071_DIREK TIPI TRAFO HUCRESI H01_2056782
561,GÜMÜŞÇAY KÖK 45-73-M00477_İSMAİL BEY TR-1 M04_2056801
562,GÜMÜŞÇAY KÖK 45-73-M00477_İSMAİL BEY TR-1 M04_2056802
563,ILICA GIS TM 35-07-A00002_ILICA-16 K22_2056855
564,ILICA GIS TM 35-07-A00002_SEZAİ SAÇAK M03_2056862
565,IŞIKLAR TM 35-02-A00006_KARAYOLLARI M25_2056922
566,KİLLİK TR-2 KÖK 45-73-M00343_KİLLİK MERKEZ TR-4 M07_2056937
567,KİLLİK TR-2 KÖK 45-73-M00343_ZEKİ ALTAN ÖZEL M03_2056945
568,KİLLİK TR-2 KÖK 45-73-M00343_TR-1 M08_2056950
569,BORNOVA TM 35-02-A00005_BEYAZIT K20_2056996
570,UZUNKUYU TR-1 35-19-M00203_DIREK TIPI TRAFO HUCRESI H01_2057013
571,UZUNKUYU TR-2 35-19-M00204_DIREK TIPI TRAFO HUCRESI H01_2057014
572,ZEYTİNELİ TR-3 35-19-M00210_DIREK TIPI TRAFO HUCRESI H01_2057015
573,ZEYTİNLER TR-1 35-19-M00207_DIREK TIPI TRAFO HUCRESI H01_2057018
574,TR-140 35-19-L00140_DIREK TIPI TRAFO HUCRESI H01_2057083
575,TR-139 ERİNCİKLER 35-19-L00139_DIREK TIPI TRAFO HUCRESI H01_2057085
576,TR-133 ÇAMLIK 35-19-L00133_DIREK TIPI TRAFO HUCRESI H01_2057087
577,ALAŞEHİR TM 45-73-A00001_YEŞİLYURT M06_2057205
578,AKHİSAR İM 45-72-A00001_TR-1/43 M13_2057347
579,AKHİSAR İM 45-72-A00001_KAYALIOĞLU L14_2057351
580,AKHİSAR İM 45-72-A00001_KAYALIOĞLU L14_2057352
581,AKHİSAR İM 45-72-A00001_TR2/1 L13_2057353
582,OVAKENT İM 35-15-A00003_OVAKENT GİRİŞ M01_2057379
583,OVAKENT İM 35-15-A00003_MESCİTLİ L08_2057389
584,OVAKENT İM 35-15-A00003_LOKMAN KUYU L06_2057393
585,OVAKENT İM 35-15-A00003_ÇATAL ARMUT L05_2057398
586,TR-106 ZEYTİNALANI 35-19-L00106_DIREK TIPI TRAFO HUCRESI H01_2057432
587,ÇETMEN DM 35-26-M00924_KONFOR SİTESİ M08_2057558
588,CABBAR DM 45-73-M00100_EMRE PLASTİK M01_2057592
589,CABBAR DM 45-73-M00100_KÖYLER ÇIKIŞI M04_2057594
590,CABBAR DM 45-73-M00100_DSİ ÇIKIŞ M03_2057597
591,TR-146 35-19-L00146_DIREK TIPI TRAFO HUCRESI H01_2057769
592,OVAKENT İM 35-15-A00003_OVAKENT L03_2057871
593,OVAKENT İM 35-15-A00003_BADEMLİ L01_2057876
594,KUŞÇULAR TR-8 35-19-M00220_DIREK TIPI TRAFO HUCRESI H01_2057919
595,KUŞÇULAR TR-6 35-19-M00218_DIREK TIPI TRAFO HUCRESI H01_2057920
596,KUŞÇULAR TR-7 35-19-M00219_DIREK TIPI TRAFO HUCRESI H01_2057922
597,ARSLANLAR TM 35-26-A00004_ÇIRPI-2 M27_2057954
598,ARSLANLAR TM 35-26-A00004_ÖZBEY M15_2057972
599,MERCANKENT SİTESİ TR 35-23-M00049_ M03_2057997
600,MAVİ FOTAŞ TATİL SİTESİ 35-23-M00056_ M01_2058002
601,CABBAR DM 45-73-M00100_KEMALİYE-1 ÇIKIŞ M09_2058104
602,CABBAR DM 45-73-M00100_KEMALİYE-1 ÇIKIŞ M09_2058106
603,YAĞBASTI TR-1 45-77-L00141_DIREK TIPI TRAFO HUCRESI H01_2058155
604,ÇETMEN DM 35-26-M00924_SELAMPEN M03_2058195
605,CABBAR DM 45-73-M00100_KULA ÇIKIŞI M08_2058237
606,AKHİSAR İM 45-72-A00001_TR-A L08_2058304
607,AKHİSAR İM 45-72-A00001_ESKİ ZEYTİN OVA L06_2058305
608,AKHİSAR İM 45-72-A00001_ESKİ ZEYTİN OVA L06_2058306
609,AKHİSAR İM 45-72-A00001_AKSELENDİ L05_2058307
610,AKHİSAR İM 45-72-A00001_OVAKÖY L04_2058309
611,AKHİSAR İM 45-72-A00001_CAMÖNÜ L03_2058311
612,AKHİSAR İM 45-72-A00001_BAŞLAMIŞ L02_2058313
613,AKHİSAR İM 45-72-A00001_TR-2/8 L01_2058315
